(1.4952827185947821, '31264')
(1.4953662085681882, '55821')
(1.496629098006322, '40814')
(1.50052130202677, '26177')
(1.500814651513187, '22079')
(1.5033813752280125, '45346')
(1.5052513723501808, '22339')
(1.5054064528063895, '23480')
(1.5072684017971694, '230')
(1.5078493980179621, '87741')
(1.5082616591929512, '27813')
(1.5087470242706842, '1320')
(1.5087903725457787, '35695')
(1.50951931554356, '35614')
(1.5145406663167902, '30356')
(1.5157940244013905, '343')
(1.5200787437834908, '22277')
(1.524520576903722, '29168')
(1.5265853102444142, '59837')
(1.5274942213890417, '573')
(1.527814701180767, '25669')
(1.528423778939558, '6848')
(1.5285437801111037, '43305')
(1.5325264345611067, '22363')
(1.5367798941368844, '63251')
(1.5383830218470265, '25657')
(1.5411436764207065, '73843')
(1.5413739528350767, '52324')
(1.5430064762636244, '29690')
(1.5481300997800513, '659')
(1.5492561803600347, '46443')
(1.5509761015684564, '53316')
(1.5513452624464847, '32639')
(1.5537110234313716, '1761')
(1.5550223170377429, '49824')
(1.55670232605718, '43916')
(1.5567405635800549, '28')
(1.5585433801709425, '22085')
(1.5594828966488308, '33674')
(1.5609820290318555, '36592')
(1.5613678977728938, '22897')
(1.571072349969101, '29091')
(1.5782097559500756, '68918')
(1.57901916847154, '1073')
(1.583485188602534, '24567')
(1.5891196244833863, '42323')
(1.5891747299736088, '37927')
(1.591013552230527, '2896')
(1.594240793468419, '70523')
(1.59520433752237, '24060')
(1.5963008185684517, '22612')
(1.597496270813113, '30927')
(1.6010164992570242, '44394')
(1.6012915811750472, '22032')
(1.6043477011687923, '198')
(1.60518614359928, '23227')
(1.6058129243431833, '213')
(1.606021926212739, '36815')
(1.6067844916484937, '1398')
(1.607880513111779, '810')
(1.612578166783323, '69046')
(1.6140816463307586, '24568')
(1.6169224741031734, '70463')
(1.6192777286582913, '755')
(1.6259934355651702, '21970')
(1.6274448470150087, '31043')
(1.6303166154838105, '34360')
(1.6303845944958906, '352')
(1.6304595636352728, '67121')
(1.6319450459855915, '34503')
(1.632005208612923, '38462')
(1.6409752310703878, '71126')
(1.6421471354791157, '37180')
(1.64243635772177, '62148')
(1.64325529055023, '47756')
(1.6460745657711005, '27402')
(1.650738900532422, '27899')
(1.6507749917347523, '70207')
(1.652388656473719, '26115')
(1.655356933680221, '69526')
(1.6563022843794462, '41395')
(1.6585898666620882, '25485')
(1.6604119290479962, '402')
(1.6670332730996114, '37815')
(1.667478629367962, '24214')
(1.6713791761194312, '27032')
(1.6739514627637686, '24513')
(1.674187981400599, '22990')
(1.674595470910398, '66590')
(1.677430345732483, '869')
(1.6777489414393405, '46281')
(1.6781462527891637, '49437')
(1.6813850689226584, '70649')
(1.6869703962990985, '26766')
(1.6879682907055265, '35463')
(1.6924824821624302, '22553')
(1.702370401122599, '33974')
(1.7028896678705117, '38450')
(1.7036781218549406, '46792')
(1.7072346964408793, '44239')
(1.7072911624629614, '399')
(1.7096726933354136, '30686')
(1.7112053577034476, '136674')
(1.7120639810042986, '28648')
(1.7136124475166767, '3248')
(1.7207499939774993, '22042')
(1.722466228940634, '43842')
(1.724930782501939, '116791')
(1.7249689519073323, '120266')
(1.7253893351982172, '22328')
(1.7260302181068181, '45804')
(1.7273988024022622, '325')
(1.731127675634223, '68682')
(1.7320644269614662, '63624')
(1.7383824807854098, '159')
(1.7480464536907816, '24770')
(1.7505644822025361, '34203')
(1.7537213915241232, '1322')
(1.7537850139902627, '26726')
(1.7585933460942276, '28940')
(1.7588832566257913, '112139')
(1.7591045670280325, '90210')
(1.7612129894226793, '53390')
(1.7613706934674365, '22409')
(1.7616691813564014, '27679')
(1.7629654828282932, '90698')
(1.765535618372811, '23660')
(1.765616542066801, '33533')
(1.768326946095832, '28787')
(1.7685017969589876, '32644')
(1.7687700426727182, '580')
(1.7713883544881999, '29026')
(1.7743448467961564, '22199')
(1.7745818066010555, '27171')
(1.776634285147156, '23497')
(1.7805871633969264, '22999')
(1.7807965282925446, '23132')
(1.782734246649249, '78')
(1.7867220278064713, '36019')
(1.7877131604126293, '65637')
(1.7895279743718402, '288')
(1.790154087757972, '33633')
(1.7920618650495326, '36573')
(1.7924406149541021, '22919')
(1.793084278308633, '41156')
(1.7950563980879097, '56153')
(1.7995250329393884, '32940')
(1.80010481892207, '10311')
(1.8002422439806174, '53258')
(1.8011560735286845, '25280')
(1.8018259472189917, '28860')
(1.8033229418875443, '31213')
(1.8054564197833023, '432')
(1.8089542894772714, '19430')
(1.8115852267385333, '47562')
(1.8161358241752306, '29363')
(1.8220918987486043, '39681')
(1.8231589952569631, '34164')
(1.8288064759816025, '294')
(1.8305636764573072, '26813')
(1.8330109272898891, '39494')
(1.8354077060243272, '45472')
(1.835974833458513, '59134')
(1.8364333713217362, '23003')
(1.8419937705221223, '53074')
(1.846309421993881, '25549')
(1.8475982963807185, '26568')
(1.8479984192913599, '60290')
(1.8600439329067817, '40308')
(1.860610108041727, '163362')
(1.8606202158494536, '43872')
(1.8629807705109307, '202')
(1.86300482367374, '143')
(1.8664518722808132, '3432')
(1.866569201063976, '50612')
(1.8672001253121275, '75385')
(1.8676904823977993, '3368')
(1.8684610345445545, '29941')
(1.8703077989322985, '48912')
(1.8728371286348422, '35225')
(1.8753325278085984, '37668')
(1.8866096100095446, '60536')
(1.8905632764511466, '30279')
(1.8906410270394802, '212')
(1.8907049386326547, '30501')
(1.8988278640397054, '49814')
(1.8999989595614866, '25641')
(1.9039335232642343, '57898')
(1.904883584862554, '69209')
(1.9057118059040756, '705')
(1.908383263096914, '43767')
(1.915275600843993, '37553')
(1.9189324746565537, '1158')
(1.919621079296214, '47664')
(1.9197942347025332, '958')
(1.922541787645545, '30753')
(1.9226647187023929, '174894')
(1.9233491376818517, '35195')
(1.9239384800121324, '25365')
(1.9258548761465877, '22756')
(1.9262947751583706, '24528')
(1.9297763157110044, '40969')
(1.93021194778664, '715')
(1.9400004850636052, '406')
(1.9419404989204005, '86261')
(1.9477415033516579, '23139')
(1.9478742228810493, '341')
(1.948704094804371, '24300')
(1.9496764195967777, '24660')
(1.9556115332163593, '42829')
(1.9575586419372268, '26946')
(1.9586550255850779, '54423')
(1.9594061939820584, '24900')
(1.965940396226838, '77298')
(1.96870615749609, '50097')
(1.9715772960514073, '578')
(1.9716035806115708, '946')
(1.9738646528471309, '138097')
(1.9749568848476036, '38907')
(1.9845971893152414, '22030')
(1.9847708608005055, '44121')
(1.985332377933679, '75489')
(1.9925842434587582, '63')
(1.9960353666351736, '43516')
(1.9991023711828158, '40023')
(2.0006965595224675, '177')
(2.0038987950266325, '60524')
(2.005135796369654, '24494')
(2.0063172049983553, '80839')
(2.009262908026197, '138096')
(2.0100207288946104, '912')
(2.0103269843947094, '28782')
(2.013478337465374, '32286')
(2.0134798719550204, '3370')
(2.0156048310656662, '137')
(2.015906763948438, '36673')
(2.018691033114197, '6921')
(2.01958769648999, '27296')
(2.0207612584807597, '42219')
(2.0214589903064897, '383')
(2.0245114319923916, '191')
(2.0286330726063295, '56303')
(2.0293760806184866, '73020')
(2.030750808179161, '28615')
(2.0321507646461074, '22654')
(2.0340630078271733, '46714')
(2.034380572246272, '651')
(2.050183037700692, '44628')
(2.0509505028883637, '36135')
(2.053963918730455, '71903')
(2.0540584609202277, '26373')
(2.0544596039498324, '30847')
(2.057235899932933, '58867')
(2.0590430502744637, '25525')
(2.060490745653821, '53571')
(2.060818919116881, '4220')
(2.061079169913889, '35831')
(2.0646880468414834, '47165')
(2.069123801494447, '28179')
(2.0712778518254265, '24059')
(2.077948710750855, '23496')
(2.082829366703987, '33037')
(2.0858643183318466, '50332')
(2.087032632737413, '32283')
(2.0886231392160126, '22485')
(2.0907990985506246, '351')
(2.0951289554214556, '365')
(2.1058104500831214, '24009')
(2.1087801762956673, '177671')
(2.1117885919401185, '29367')
(2.115963259944249, '48011')
(2.122128154998959, '52683')
(2.1244898301505954, '39142')
(2.1275920212176658, '161889')
(2.130352427920858, '55667')
(2.132519628667749, '49606')
(2.1395300539362, '29402')
(2.1423807512396333, '25716')
(2.1426955044490423, '41093')
(2.1427715151125577, '122937')
(2.150137650108606, '177748')
(2.150762065958792, '395')
(2.154743608764789, '33796')
(2.1577347841399646, '25072')
(2.171471137897103, '23027')
(2.171505782972202, '38300')
(2.1739004962239954, '163212')
(2.1746539890107535, '22971')
(2.180389649689031, '25989')
(2.182698827983122, '23840')
(2.1837088406574936, '51610')
(2.184530763264432, '518')
(2.185923570706291, '30318')
(2.1886589886724623, '38217')
(2.1895470991983004, '27066')
(2.1928828416419646, '22284')
(2.1992004825321807, '699')
(2.200749949629614, '25864')
(2.205005587797842, '28311')
(2.206778210837181, '986')
(2.2105202970179247, '25057')
(2.2136513056796385, '26343')
(2.2155930132908286, '172897')
(2.216129193456931, '27527')
(2.2169436081330076, '610')
(2.218466116698687, '23694')
(2.21885119545478, '72181')
(2.2197874126130817, '28791')
(2.22268601389286, '46788')
(2.2414115003358006, '25879')
(2.2444349709767395, '22805')
(2.2464028472185884, '35073')
(2.2477682435348503, '162726')
(2.248886180937569, '47092')
(2.2525427957308795, '26787')
(2.2583130644046254, '461')
(2.2617980036346275, '25462')
(2.263419118622278, '41661')
(2.2685930859749663, '41361')
(2.269325666745253, '179675')
(2.2757088591709733, '162727')
(2.2822807672669736, '80066')
(2.285108408697877, '37986')
(2.2855089869414913, '22822')
(2.288230890672743, '2608')
(2.2990860672593825, '61534')
(2.308095953823309, '163125')
(2.312803954873708, '31421')
(2.3157486844281516, '34160')
(2.3267027778937748, '24480')
(2.3306662934158, '30150')
(2.333963982769884, '6721')
(2.3340841924354114, '69434')
(2.3435724221508165, '22075')
(2.3453300727620325, '35246')
(2.346613652410592, '22017')
(2.3468579534846676, '28161')
(2.350220484120471, '27694')
(2.352746618895432, '27155')
(2.354568578001123, '37')
(2.3549916619736124, '48198')
(2.3563473550632055, '25479')
(2.3632244725950224, '44908')
(2.364760560859417, '22060')
(2.365705325748043, '34957')
(2.3665806745758076, '6933')
(2.366737480690813, '25829')
(2.369737983214335, '31916')
(2.376309077162171, '6647')
(2.377662990057878, '24554')
(2.3796266157903996, '474')
(2.3812017486255943, '90627')
(2.3836000809563536, '69567')
(2.384550039969206, '213346')
(2.3846723997456656, '26056')
(2.3861429097167717, '38155')
(2.3872242234874848, '26348')
(2.3930782692206343, '45668')
(2.395030013744579, '22218')
(2.4048694332389497, '68846')
(2.4050641882498094, '26221')
(2.4057369694948934, '69')
(2.4121686905653092, '69223')
(2.4142045982226197, '27350')
(2.4170483146710238, '22783')
(2.419906520034027, '29600')
(2.4276087962603787, '33464')
(2.43171610528958, '22661')
(2.449085194377947, '22404')
(2.4511994526474497, '23586')
(2.453269587728359, '32167')
(2.4543102738061626, '65457')
(2.4564581675338166, '55029')
(2.4589574989801855, '27677')
(2.461285009072214, '269')
(2.462340375611674, '39625')
(2.4638715243056146, '163749')
(2.464109917791909, '28566')
(2.4658891458099026, '64282')
(2.466537711426306, '27060')
(2.4673136671899534, '25837')
(2.4742765940000417, '177594')
(2.475123968907339, '467')
(2.4775545760003914, '23357')
(2.480485549350356, '22061')
(2.481457774352132, '25137')
(2.482357257482739, '321')
(2.4838628732014643, '33193')
(2.4869166772853024, '640')
(2.487368903540091, '22151')
(2.4911839332369943, '29474')
(2.493804922708986, '24766')
(2.4948058040323864, '3546')
(2.502609072034685, '30587')
(2.5060556690035085, '140557')
(2.5085422962817545, '69307')
(2.510934891322841, '52265')
(2.512069484601646, '42797')
(2.513798395247011, '177600')
(2.5157008187377183, '26259')
(2.52279140606844, '64')
(2.5261021135773665, '25110')
(2.5401314088911593, '29730')
(2.545373429922582, '126')
(2.5472789735536403, '163269')
(2.548421237035264, '23771')
(2.549260877364089, '177667')
(2.5501005492950983, '24919')
(2.555731951661593, '69491')
(2.564656119601874, '31746')
(2.565406601051592, '37883')
(2.5704222945449424, '22406')
(2.575788911660215, '25129')
(2.5807259534382565, '59280')
(2.58679098259636, '89560')
(2.5869065363196677, '30800')
(2.5919084747926435, '29602')
(2.5940248005215194, '30357')
(2.6062883120080356, '1133')
(2.610346139929989, '27365')
(2.6117194169774565, '26283')
(2.6129246734782963, '675')
(2.6150434443988266, '31446')
(2.622104667376754, '34340')
(2.6309327655023456, '7867')
(2.6424820368088815, '26390')
(2.649524974696851, '28427')
(2.6498722409606663, '42958')
(2.655721557953388, '58178')
(2.6628531708874883, '35259')
(2.6636383951023417, '27902')
(2.6752546640937664, '162876')
(2.6859753839796086, '25471')
(2.6883653888713415, '25740')
(2.6924879316613812, '138098')
(2.6961403555738754, '23358')
(2.6961475952063103, '54')
(2.7020577327927713, '370')
(2.705936320614281, '177626')
(2.706472650960296, '23562')
(2.707815603915248, '22828')
(2.7084630269107883, '22802')
(2.733956943255628, '28850')
(2.7345013612705946, '22663')
(2.7376812927904695, '162871')
(2.7387655538431237, '33114')
(2.7390522582574035, '25460')
(2.7397846434400104, '37642')
(2.746311825416744, '22009')
(2.756007205598598, '38905')
(2.7580750404911285, '24789')
(2.7589757571766462, '2184')
(2.7676096129601166, '70734')
(2.7686821244647755, '498')
(2.7768448967347195, '29526')
(2.777529352159777, '10754')
(2.7878542371154578, '75851')
(2.7894331395917664, '25013')
(2.796985217623441, '80385')
(2.805396402264242, '30199')
(2.8055962221155797, '39095')
(2.8089914860401195, '22880')
(2.818713117985419, '270')
(2.8199394369800186, '64422')
(2.8235247267527366, '8')
(2.8301874961284326, '23307')
(2.833043001308242, '39067')
(2.837257891743749, '22356')
(2.843641094718561, '26083')
(2.845708972717558, '49810')
(2.8479174745147926, '69994')
(2.850366098407807, '162195')
(2.860291781277177, '569')
(2.865969289213135, '57532')
(2.876931756884374, '75173')
(2.886127862643558, '31707')
(2.8912657814324416, '22981')
(2.8916373873656336, '29198')
(2.897812777532507, '39118')
(2.907291099063873, '52702')
(2.909231258913682, '33309')
(2.910876502678299, '26581')
(2.911730531156925, '328')
(2.9182493305536035, '24115')
(2.9316341297134594, '23683')
(2.938670106404515, '25416')
(2.9473257422008343, '70497')
(2.948561508729014, '22243')
(2.9524232015705287, '533')
(2.9563630876399243, '39844')
(2.9725626112407304, '37282')
(2.972914175095183, '5360')
(2.9771611946303556, '22280')
(2.9849193070861224, '27584')
(3.007635483501973, '48627')
(3.0087449878245724, '27056')
(3.020791340154054, '107985')
(3.0216009007263676, '34817')
(3.0220991234200825, '32767')
(3.0239399983323714, '29539')
(3.0605789729503288, '24167')
(3.0638767216541125, '26240')
(3.0709300402555955, '7471')
(3.0748737771805463, '43114')
(3.0765181067841683, '27985')
(3.0787938991430694, '21944')
(3.0808359774389187, '65253')
(3.0882391037061905, '22257')
(3.0925139729015885, '296')
(3.093637895198416, '22916')
(3.0955410755729837, '22117')
(3.1152874810284565, '26554')
(3.1212271590842398, '40559')
(3.1235561681992583, '64492')
(3.131024379078346, '266')
(3.1337463308626776, '23251')
(3.1393158590060692, '31551')
(3.141915664335523, '112')
(3.1421878951281417, '218')
(3.142885668948337, '31894')
(3.150575120290747, '28010')
(3.15311631334774, '31596')
(3.1726481474916657, '116797')
(3.189687617132035, '69508')
(3.190396586615135, '43793')
(3.1909704511351635, '423')
(3.1960874255259872, '22324')
(3.1964212991694185, '22672')
(3.2130165406665494, '162813')
(3.230021383452117, '409')
(3.2328898364388254, '23793')
(3.235125968941177, '22120')
(3.244238556976753, '39416')
(3.260107643046876, '26774')
(3.261056116162082, '863')
(3.2786368211302173, '22082')
(3.280824296832775, '24182')
(3.2822550185718, '23152')
(3.2837434713530005, '163467')
(3.29922084288228, '23153')
(3.3017229678118, '24643')
(3.30224846558011, '51983')
(3.309307986298641, '35917')
(3.311081681251014, '22266')
(3.319964795754969, '27411')
(3.321790122042822, '44098')
(3.3279970427534233, '37574')
(3.330991175534472, '43060')
(3.3350487587755078, '30281')
(3.3356313597353244, '38255')
(3.3404556313828775, '235532')
(3.3405333296709343, '60332')
(3.3423088766350846, '82222')
(3.3478697564149678, '40')
(3.355905183712911, '31195')
(3.3838818712327976, '40578')
(3.387653680110006, '22405')
(3.3968157770454894, '110')
(3.4094627206227037, '163541')
(3.41001033519177, '26884')
(3.4187469602893477, '144')
(3.4206664318196562, '3809')
(3.4280830322644404, '35840')
(3.431178246995195, '45932')
(3.433642490100135, '162480')
(3.4377181739061182, '23964')
(3.4439721731144703, '34799')
(3.4502475060576185, '22086')
(3.4551268152121493, '7167')
(3.45538658880451, '48406')
(3.4575209642265317, '27623')
(3.4649893479458633, '25202')
(3.4704222592309226, '26580')
(3.477015625958368, '527')
(3.482285942114321, '34285')
(3.4856385833376273, '162952')
(3.4879879336631547, '728')
(3.4967926208290945, '25334')
(3.509311801463921, '33978')
(3.5113264575610224, '5379')
(3.5188767203887443, '208')
(3.5263170694926522, '22563')
(3.532582429174832, '142')
(3.5459023297372583, '298')
(3.559714124809076, '48092')
(3.563201079576143, '23997')
(3.5653876490037626, '36540')
(3.5819848468222437, '37559')
(3.59927807395208, '26650')
(3.6031849264829927, '32029')
(3.6163025863133793, '26911')
(3.626343016789831, '72')
(3.6294383675103092, '2340')
(3.6313279294239917, '140')
(3.634727986039715, '21395')
(3.6469083592774014, '23164')
(3.6528021695892305, '36711')
(3.6566103888957593, '26214')
(3.6611866313561707, '22798')
(3.666804285566212, '22465')
(3.6848726837115167, '206')
(3.702849555888596, '34327')
(3.7059638835589435, '42428')
(3.727181794452972, '25569')
(3.7326712510380755, '49521')
(3.735712780837812, '25435')
(3.7376062604440756, '23107')
(3.738285233610202, '22451')
(3.7443911205242704, '45385')
(3.745321722525494, '26150')
(3.759905562150374, '38620')
(3.76076719512718, '55662')
(3.761518714692995, '22467')
(3.78206249873521, '66065')
(3.790033056626697, '28113')
(3.801472034419035, '43335')
(3.803066863724368, '26087')
(3.810937083071676, '43113')
(3.8309547319962096, '41896')
(3.8385525249721217, '26928')
(3.838866255492994, '24779')
(3.8529174851687693, '52363')
(3.8546410457695086, '52921')
(3.8565097213618427, '25122')
(3.8624074512805455, '38164')
(3.8706644001171533, '77')
(3.877438658304049, '51709')
(3.9020170001460768, '23225')
(3.905949395842502, '138')
(3.9077845687720516, '29765')
(3.910960811145245, '49248')
(3.9140126110917692, '19244')
(3.9223284415571382, '37586')
(3.922743432600309, '22813')
(3.941683493709671, '22572')
(3.9435027032198167, '25987')
(3.958929296390524, '58374')
(3.97018973865647, '30646')
(3.973060517199847, '34790')
(3.9732022653461643, '23634')
(3.973647773857782, '23884')
(3.986993002474089, '179154')
(3.9962797661329077, '26616')
(3.997338562917123, '173')
(4.015257342439158, '25649')
(4.022820627498717, '22497')
(4.029142713571847, '30088')
(4.040779003860561, '22566')
(4.0486150078935035, '22768')
(4.0557745658560345, '398')
(4.057111447860147, '119588')
(4.093672137284864, '26578')
(4.115265463452228, '35343')
(4.141740956164094, '24273')
(4.146841113791431, '24119')
(4.148574552790957, '323')
(4.153280293380688, '31841')
(4.168108304687165, '30844')
(4.175323112322524, '27')
(4.183210675596256, '3208')
(4.197797918156576, '22219')
(4.202286582706905, '66038')
(4.218427675122373, '29073')
(4.226739709339276, '6163')
(4.250352684435949, '7468')
(4.26028348384643, '25824')
(4.260628363265469, '27657')
(4.292172967869277, '13')
(4.299528851130583, '59500')
(4.369221312075785, '87614')
(4.378637994654232, '43045')
(4.416532332907907, '27616')
(4.418770386939333, '30152')
(4.441478452606856, '22482')
(4.453834299343236, '24022')
(4.459545209857537, '525')
(4.461001171595658, '28025')
(4.461478781699937, '586')
(4.462606763319141, '405')
(4.472256376119273, '23222')
(4.4731933433999, '71')
(4.480593804833922, '24738')
(4.484613840171447, '197')
(4.489854905807247, '41572')
(4.490584174778643, '162556')
(4.491901184797841, '25214')
(4.541719227051708, '38757')
(4.5500878855717595, '22116')
(4.5626705493783986, '26421')
(4.572276900996343, '43000')
(4.578558288736295, '22206')
(4.579795240084188, '26609')
(4.6000746721106305, '41580')
(4.627937440101812, '33969')
(4.630106036725009, '38122')
(4.638302313092294, '22809')
(4.647148679865991, '5635')
(4.6570821613956275, '23557')
(4.668644836656436, '11909')
(4.676252305189565, '61935')
(4.679969110173435, '64230')
(4.68342684376018, '51542')
(4.719992619924274, '34993')
(4.720148205488519, '4722')
(4.722364036094807, '25502')
(4.726707287325041, '135')
(4.728766939968588, '56293')
(4.730410089682775, '24881')
(4.7341742209434985, '42006')
(4.750738710408418, '25897')
(4.770505719416874, '31041')
(4.774435077303435, '30535')
(4.777651065514222, '32690')
(4.782265874403326, '368')
(4.786580559362053, '34227')
(4.787805961611516, '23711')
(4.800260050535175, '79975')
(4.8059348283029735, '23435')
(4.80697618063377, '23802')
(4.8087823170107065, '22250')
(4.811880556485689, '24345')
(4.819961361705241, '28652')
(4.831092001050008, '214558')
(4.840295772571643, '210')
(4.842966110783093, '176662')
(4.860890418229763, '38186')
(4.867106497566724, '24698')
(4.881503323372316, '17')
(4.884592461651601, '45227')
(4.904161417594941, '24910')
(4.910736792542885, '69155')
(4.913081164056292, '22100')
(4.9250816142145775, '162625')
(4.928581670955102, '32')
(4.930961509289212, '14675')
(4.933766986970673, '23632')
(4.9369649329133, '24735')
(4.940367404592654, '39')
(4.950122868100792, '55585')
(4.9513120674678515, '2939')
(4.956641356549717, '26593')
(4.959709188134283, '7905')
(4.963523952208243, '30162')
(4.964579436303542, '2731')
(4.972975938044584, '22119')
(4.978644631172861, '28210')
(4.97911515076426, '27222')
(4.9885627496438705, '22180')
(4.9971762918390725, '7224')
(5.00098168165853, '163')
(5.013536094829105, '37702')
(5.038792533259425, '22901')
(5.058295593933145, '39764')
(5.076026434167489, '7712')
(5.088034604371345, '8283')
(5.101977587940341, '23142')
(5.107321045450356, '322')
(5.10833833224937, '41352')
(5.1297431256570345, '24859')
(5.140921424709599, '23203')
(5.15385180738769, '40383')
(5.157541452878672, '29771')
(5.159668342230873, '30648')
(5.176650679059939, '3299')
(5.190658633486997, '33886')
(5.209191932977702, '7464')
(5.230795270573638, '24601')
(5.249397171641072, '14798')
(5.257010355667738, '163332')
(5.2665542300071095, '16085')
(5.288692733745612, '28929')
(5.292077613196092, '22487')
(5.295281221643491, '28314')
(5.350160955241473, '319')
(5.368940297776996, '24004')
(5.370644039126402, '28316')
(5.380498775884574, '129')
(5.38891323325794, '23185')
(5.395735772686915, '14659')
(5.410280722207166, '3793')
(5.423409704481117, '26104')
(5.437305978245961, '62')
(5.445195467086154, '23399')
(5.452218711475149, '38893')
(5.455213657530866, '33597')
(5.459329797128895, '61214')
(5.48178516346358, '22743')
(5.484011758759898, '32717')
(5.496639465986809, '29364')
(5.502762995027605, '10501')
(5.545681127854157, '22215')
(5.555140399157706, '52455')
(5.58341862360827, '33261')
(5.605011716843328, '162806')
(5.613807742090888, '44')
(5.624593021518622, '163078')
(5.647238186228919, '26876')
(5.648111901280482, '39876')
(5.652264390517179, '26596')
(5.654844137292427, '30089')
(5.6608716177798035, '31347')
(5.697706036389948, '2687')
(5.7428603827869775, '43391')
(5.76016099011276, '362')
(5.762405715677139, '164924')
(5.7753381393660455, '36603')
(5.806952163001945, '24509')
(5.821019857993841, '49')
(5.831571632156768, '34155')
(5.839854325660154, '23157')
(5.851402694906434, '25619')
(5.878502850112932, '30715')
(5.884675383485826, '24651')
(5.905118257216905, '30937')
(5.906552869896687, '162')
(5.914127066597442, '29983')
(5.9461276103791505, '28123')
(5.964947332052454, '25796')
(5.972601664822239, '26099')
(5.973691017680471, '24932')
(5.978416367770739, '23513')
(5.990651554769516, '36359')
(5.998884380016256, '26046')
(6.009348661231021, '173639')
(6.01506420180165, '28750')
(6.015723648486185, '11012')
(6.082974797549023, '12')
(6.089055967701498, '31424')
(6.102612021176604, '7271')
(6.129814664225386, '18')
(6.1642010831432374, '26267')
(6.167864083909506, '24297')
(6.170415729818751, '162605')
(6.175161796653858, '32371')
(6.176106687160878, '163444')
(6.196555247648826, '23192')
(6.208180894839338, '23894')
(6.235598243750403, '41070')
(6.278116916112943, '31740')
(6.2859687544578104, '21')
(6.29434625571622, '163443')
(6.3152938744812515, '66')
(6.345607728901324, '36151')
(6.368363298723727, '32504')
(6.376281794638347, '40211')
(6.381917962465073, '27816')
(6.395813034327151, '41476')
(6.410028056217057, '478')
(6.443212685338393, '23354')
(6.46420292638215, '309')
(6.480239722494292, '79')
(6.4978822751503404, '225')
(6.522953911432014, '21358')
(6.584831573915504, '22576')
(6.593327824313931, '23416')
(6.650561988930499, '23859')
(6.651291703966768, '38559')
(6.653480775353814, '67720')
(6.705789964517041, '24874')
(6.712907432122365, '24047')
(6.726585249099103, '22069')
(6.73539066015635, '22933')
(6.742568555731188, '1115')
(6.7482855224236715, '40369')
(6.7840299945532605, '22391')
(6.800818796842628, '28291')
(6.80963338362303, '25544')
(6.855982534052131, '26570')
(6.8805385859448345, '22308')
(6.927754270559143, '36124')
(6.935560490475371, '38085')
(6.964324347344463, '181')
(6.974881606108359, '98')
(6.98804278563158, '24895')
(6.996912676473365, '25077')
(7.011455138739085, '28557')
(7.033034561274178, '34967')
(7.057978480883867, '40389')
(7.086663678650792, '37529')
(7.105735621349009, '28275')
(7.119576394187094, '14')
(7.1672944982251, '30293')
(7.17019616159433, '23381')
